principal_component_1,principal_component_2,cluster
-0.8610338037624974,-0.951071115019089,1
3.670776598950174,-0.393063377672734,2
-1.2122338734761595,-0.696772144935935,1
-0.9684018367131663,-0.5172236349248236,1
0.41610962757652387,2.14165958136459,0
2.2835368029746923,-0.3870563974950266,2
0.1627031193117518,-0.7986397732444749,1
-0.5721480997742077,-0.7312386115344311,1
-0.7897237551283974,-0.37869344141923605,1
2.2143537837164526,-0.3000713566479731,2
-0.18224424307810488,-0.6853720328501116,1
2.15899252226212,-0.29804010203360254,2
-0.2900571011259616,2.4839901681776255,0
-1.5902787763100767,-0.1317176377615423,1
2.511387524788525,0.12888386981499048,2
1.1943103354432918,0.02088251796078389,2
0.24210163648943822,3.381354961256528,0
1.9456970876735198,0.44555333160652716,2
-2.207975278389821,-0.4647996409998469,1
1.6831374347781125,0.11131409270142996,2
-0.7577736514502953,0.4982899305249619,1
0.22348154602172868,2.0632129158095394,0
2.0740666972809856,-0.19397585198773226,2
-1.3010601337468677,1.1893172007552177,0
-1.8793056082367918,-0.060519923662822286,1
-1.464170416389687,-0.4059537976488015,1
-1.1138741086197539,-0.5486307935270944,1
-0.4492681837677949,-0.6221010855798752,1
-1.1061125104466507,-0.5146192943911366,1
-0.03072037366874691,0.6414313086776238,0
2.424840995528226,-0.4935687670083467,2
-0.2837808065906643,1.8167361702141216,0
0.8506543103877622,0.24310835907844228,2
-1.389905981150554,-1.0559114001514571,1
-0.0878283009636947,1.2075034655940182,0
1.3904224648552144,0.8853155557085101,2
-1.8605237808539967,-0.06910456331094275,1
-1.573162399637875,-0.6417109360745173,1
0.3279924286611436,0.8967649978841373,0
-0.5052358624243071,-0.7919396887356467,1
0.33096330642500166,-0.9925965824852672,1
0.00586561324172172,1.219899881444741,0
1.1575904800285712,0.19844817437710793,2
-0.37924533192983156,-0.43506631674467927,1
-1.4648982046781458,-0.8147103944637692,1
-0.427899479760107,-0.5959350235004048,1
-0.07045941489856113,-0.8160895053054067,1
0.3905042340530519,2.532452367645186,0
-0.6871970581646452,-1.1203139085611393,1
-0.8469060412334827,-0.7104885160963242,1
-0.9920040768386433,0.2047727153104158,1
0.43365179268943665,-1.262932009986719,1
-0.2638213582024626,-0.941889635653805,1
1.1130927092805374,-1.3741784331190188,2
-0.5569764275011551,2.07521504551587,0
